class,latitude,longitude,Location,Guidance Value(Rs. per square meter)
0,12.97434818,77.64339617,Indiranagar,177000
0,12.97408,77.64311698,Indiranagar,163000
0,12.9765133,77.64369541,Indiranagar,203000
0,12.97679553,77.64259297,Indiranagar,263700
0,12.97706653,77.64259583,Indiranagar,344500
0,12.97704686,77.64453011,Indiranagar,278600
0,12.97762255,77.64121993,Indiranagar,270000
0,12.9781533,77.64233096,Indiranagar,204300
0,12.97814768,77.64288362,Indiranagar,390040
0,12.9778795,77.64260443,Indiranagar,482300
0,12.97870652,77.64123138,Indiranagar,204300
0,12.97597975,77.6428607,Indiranagar,344500
0,12.97597413,77.64341335,Indiranagar,263700
0,13.01073991,77.58214445,Malleshwaram,177000
0,13.01020066,77.58186246,Malleshwaram,203000
0,13.01046066,77.58297077,Malleshwaram,482300
0,13.0099214,77.58268878,Malleshwaram,482300
0,13.0096504,77.58268598,Malleshwaram,286020
0,13.00911114,77.58240399,Malleshwaram,162500
0,13.00937113,77.58351229,Malleshwaram,270000
0,13.00855812,77.58350387,Malleshwaram,204300
0,13.00856363,77.58295113,Malleshwaram,278600
0,13.00856638,77.58267475,Malleshwaram,270000
0,13.00885664,77.58074294,Malleshwaram,263700
0,13.00886214,77.58019019,Malleshwaram,163000
0,13.00886763,77.57963744,Malleshwaram,344500
0,13.00914414,77.57908749,Malleshwaram,163000
0,13.0080711,77.57797078,Malleshwaram,390040
0,13.00832837,77.57935546,Malleshwaram,344500
0,13.00806286,77.57879991,Malleshwaram,270000
0,13.00969439,77.57826397,Malleshwaram,390040
0,13.01104941,77.57827798,Malleshwaram,203000
0,13.0093959,77.58102492,Malleshwaram,162500
0,12.9793363,77.57850327,Malleshwaram,203000
0,12.97963197,77.57601897,Malleshwaram,390040
0,12.97881347,77.57656328,Malleshwaram,203000
0,12.97770753,77.57876284,Malleshwaram,482300
0,12.97716004,77.57930993,Malleshwaram,270000
0,12.97717374,77.57792823,Malleshwaram,205000
0,12.98576353,77.58630814,MG Road,263700
0,12.98522152,77.58630253,MG Road,286020
0,12.98634951,77.58189216,Malleshwaram,278600
0,12.98824655,77.58191177,Malleshwaram,278600
0,12.98743903,77.58135066,Malleshwaram,203000
0,12.98718449,77.57968976,Malleshwaram,344500
0,12.98555572,77.57994932,Malleshwaram,482300
0,12.98473447,77.58076997,Malleshwaram,278600
0,12.98584318,77.57829402,Malleshwaram,203000
0,12.98584866,77.57774132,Malleshwaram,156030
0,12.98477012,77.57717744,Malleshwaram,482300
0,12.98125801,77.57603573,Malleshwaram,204300
0,12.97771575,77.57793382,Malleshwaram,344500
0,12.97824406,77.57932111,Malleshwaram,177000
0,12.97716826,77.57848091,Malleshwaram,163000
0,12.9793226,77.57988498,Malleshwaram,204300
0,12.98016028,77.57740628,Malleshwaram,205000
0,12.9799194,77.5743637,Rajajinagar,204300
0,12.98640438,77.57636516,Malleshwaram,204300
0,12.98721466,77.57664989,Malleshwaram,270000
0,12.9866562,77.57830241,Malleshwaram,204300
0,12.98720095,77.57803165,Malleshwaram,278600
0,12.98558588,77.57690947,Malleshwaram,156030
0,12.98449638,77.57745099,Malleshwaram,263700
0,12.98395437,77.5774454,Malleshwaram,344500
0,12.98421989,77.57800089,Malleshwaram,163000
0,12.98420892,77.57910629,Malleshwaram,278600
0,12.98527922,77.58049922,Malleshwaram,162500
0,12.9855612,77.57939662,Malleshwaram,278600
0,12.98689976,77.58106871,Malleshwaram,156030
0,12.98688878,77.58217411,Malleshwaram,162500
0,12.98716528,77.58162421,Malleshwaram,156030
0,12.98770179,77.58218251,Malleshwaram,390040
0,12.9885203,77.58163821,Malleshwaram,344500
0,12.98611693,77.57802046,Malleshwaram,162500
0,12.98583495,77.57912307,Malleshwaram,156030
0,12.98556395,77.57912027,Malleshwaram,263700
0,12.98662327,77.58161861,Malleshwaram,286020
0,12.98745824,77.5794162,Malleshwaram,156030
0,12.98528471,77.57994652,Malleshwaram,286020
0,12.98582946,77.57967577,Malleshwaram,163000
0,12.98555297,77.58022567,Malleshwaram,204300
0,12.98525726,77.58271,Malleshwaram,163000
0,12.98444699,77.58242525,Malleshwaram,278600
0,12.97879155,77.57877402,Malleshwaram,203000
0,12.97879703,77.57822133,Malleshwaram,390040
0,12.97878607,77.5793267,Malleshwaram,390040
0,13.00775337,77.58266633,Malleshwaram,286020
0,13.00802987,77.58211639,Malleshwaram,390040
0,13.00748786,77.58211078,Malleshwaram,482300
0,13.00775887,77.58211359,Malleshwaram,482300
0,13.00802162,77.58294551,Malleshwaram,205000
0,13.00829813,77.58239557,Malleshwaram,177000
0,13.00803262,77.58184002,Malleshwaram,156030
0,13.00749887,77.58100529,Malleshwaram,204300
0,13.00695686,77.58099968,Malleshwaram,204300
0,13.00695961,77.58072331,Malleshwaram,204300
0,13.00696235,77.58044694,Malleshwaram,263700
0,13.00750436,77.58045254,Malleshwaram,205000
0,13.00801887,77.58322189,Malleshwaram,163000
0,13.00828437,77.58377744,Malleshwaram,204300
0,13.01158593,77.57883634,Malleshwaram,162500
0,13.01213618,77.5780128,Malleshwaram,156030
0,13.01186792,77.57773362,Malleshwaram,163000
0,13.01240169,77.57856836,Malleshwaram,344500
0,13.01158867,77.57855996,Malleshwaram,344500
0,13.01159142,77.57828358,Malleshwaram,204300
0,13.01132042,77.57828078,Malleshwaram,482300
0,13.00693485,77.58321066,Malleshwaram,270000
0,13.00666385,77.58320785,Malleshwaram,177000
0,13.00639559,77.58292868,Malleshwaram,177000
0,13.00612459,77.58292587,Malleshwaram,156030
0,13.00585359,77.58292306,Malleshwaram,344500
0,13.00557983,77.58319663,Malleshwaram,263700
0,13.00638734,77.58375779,Malleshwaram,278600
0,13.00584533,77.58375218,Malleshwaram,203000
0,13.00584533,77.58375218,Malleshwaram,278600
2,13.00355459,77.62297623,Indiranagar,100000
2,13.00328638,77.62269702,Indiranagar,97000
2,13.00274439,77.62269133,Indiranagar,97000
2,13.00246781,77.6232412,Indiranagar,100400
2,13.00246502,77.62351755,Indiranagar,111450
2,13.00273322,77.62379676,Indiranagar,90000
2,13.00300142,77.62407597,Indiranagar,95000
2,13.00219402,77.62351471,Indiranagar,100400
2,13.00381441,77.62408452,Indiranagar,94800
2,13.00245104,77.62489934,Indiranagar,90000
2,13.00163806,77.62489079,Indiranagar,105200
2,13.00137265,77.62433523,Indiranagar,94800
2,13.00353503,77.62491075,Indiranagar,94800
2,13.00356297,77.62214715,Indiranagar,150000
2,13.00274998,77.62213861,Indiranagar,100000
2,13.00220799,77.62213292,Indiranagar,90000
2,13.00193141,77.62268278,Indiranagar,90000
2,13.00165203,77.62350901,Indiranagar,100400
2,13.00111563,77.6229506,Indiranagar,105200
2,13.00112121,77.62239788,Indiranagar,111450
2,13.00541421,77.59977875,Malleshwaram,111450
2,13.0054059,77.60060785,Malleshwaram,95000
2,13.0045929,77.60059937,MG Road,122000
2,13.00460121,77.59977028,Malleshwaram,95000
2,13.00566859,77.60143977,Hebbal,90000
2,13.00594513,77.60088986,Hebbal,120000
2,13.00595067,77.60033713,Malleshwaram,122000
2,13.00541975,77.59922601,Malleshwaram,94800
2,13.00460674,77.59921754,Malleshwaram,105200
2,13.00595621,77.5997844,Malleshwaram,120000
2,13.00515705,77.59839409,Malleshwaram,95000
2,13.00514598,77.59949956,Malleshwaram,120000
2,13.00704021,77.59979569,Hebbal,95000
2,13.00650652,77.59896094,Malleshwaram,105200
2,13.00649267,77.60034278,Hebbal,97000
2,13.00648713,77.60089552,Hebbal,95000
2,13.00621613,77.60089269,Hebbal,100400
2,13.00621059,77.60144542,Hebbal,95000
2,13.00513213,77.60088139,MG Road,95000
2,13.00569075,77.59922884,Malleshwaram,94800
2,13.003278,77.6235261,Indiranagar,100400
2,13.00436757,77.62298478,Indiranagar,94800
2,13.00437595,77.6221557,Indiranagar,150000
2,13.00271365,77.62573127,Indiranagar,97000
2,13.00162967,77.62571986,Indiranagar,97000
2,13.00217725,77.62517285,Indiranagar,95000
2,13.00029985,77.62321841,Indiranagar,90000
2,13.00379763,77.62574268,Indiranagar,100400
2,13.00352943,77.62546347,Indiranagar,100400
2,13.00460782,77.62602759,Indiranagar,97000
2,13.00459943,77.62685667,Indiranagar,100000
2,13.00432843,77.62685382,Indiranagar,111450
2,13.00488161,77.62575408,Indiranagar,100400
2,13.0048872,77.62520136,Indiranagar,97000
2,13.00514981,77.6260333,Indiranagar,97000
2,13.005161,77.62492785,Indiranagar,94800
2,13.00571137,77.62410447,Indiranagar,100000
2,13.00517497,77.62354605,Indiranagar,100400
2,13.00517777,77.62326969,Indiranagar,95000
2,13.00463019,77.62381671,Indiranagar,105200
2,13.00625616,77.62383381,Indiranagar,95000
2,13.00599075,77.62327824,Indiranagar,100400
2,13.00545435,77.62271981,Indiranagar,94800
2,13.00570019,77.62520992,Indiranagar,90000
2,13.00624777,77.6246629,Indiranagar,95000
2,13.00372352,77.5516678,Rajajinagar,94800
2,13.00345794,77.55111228,Rajajinagar,94800
2,13.00264491,77.55110397,Rajajinagar,100000
2,13.00182916,77.55137203,Rajajinagar,95000
2,13.00211103,77.55026931,Rajajinagar,120000
2,13.00265577,77.54999847,Rajajinagar,120000
2,13.00292678,77.55000124,Rajajinagar,100400
2,13.00452296,77.553058,Rajajinagar,100400
2,13.00398365,77.55277607,Rajajinagar,105200
2,13.00290505,77.55221224,Rajajinagar,111450
2,13.00130072,77.54998462,Rajajinagar,95000
2,13.00103785,77.54915274,Rajajinagar,95000
2,13.00453927,77.55139974,Rajajinagar,122000
2,13.00262588,77.55303859,Rajajinagar,95000
2,13.00370177,77.5538788,Rajajinagar,100000
2,13.00397006,77.55415795,Rajajinagar,122000
2,13.00288873,77.55387048,Rajajinagar,120000
2,13.00208386,77.55303304,Rajajinagar,95000
2,13.00507042,77.55251079,Rajajinagar,97000
2,13.00478309,77.55416627,Rajajinagar,97000
2,13.00458271,77.54697771,Rajajinagar,122000
2,13.00349324,77.5475194,Rajajinagar,105200
2,13.00295935,77.54668474,Rajajinagar,111450
2,13.00378323,77.54558753,Rajajinagar,97000
2,13.00377781,77.54614028,Rajajinagar,111450
2,13.00323579,77.54613475,Rajajinagar,105200
2,13.00430084,77.54808045,Rajajinagar,120000
2,13.00267206,77.54834022,Rajajinagar,150000
2,13.00538489,77.54809152,Rajajinagar,100400
2,13.00566404,77.54726516,Rajajinagar,95000
2,13.00539846,77.54670963,Rajajinagar,94800
2,13.00730368,77.54589986,Rajajinagar,111450
2,13.00785384,77.54507625,Rajajinagar,105200
2,13.00649607,77.5453388,Rajajinagar,94800
2,13.00595675,77.54505689,Rajajinagar,122000
2,13.00677792,77.54423604,Rajajinagar,94800
2,13.00755841,77.54756091,Rajajinagar,100000
2,13.00675352,77.54672346,Rajajinagar,90000
2,13.00649821,77.59979004,Malleshwaram,105200
2,13.00622998,77.59951085,Malleshwaram,95000
2,13.00650375,77.59923731,Malleshwaram,95000
2,13.00464416,77.62243491,Indiranagar,111450
2,13.00518615,77.6224406,Indiranagar,120000
2,13.00491794,77.62216139,Indiranagar,100000
2,13.00463577,77.62326399,Indiranagar,111450
2,13.00382558,77.62297908,Indiranagar,111450
2,13.00355179,77.62325259,Indiranagar,90000
2,13.00408261,77.62436373,Indiranagar,90000
2,13.00434801,77.6249193,Indiranagar,150000
2,13.00489559,77.62437228,Indiranagar,95000
2,13.00410216,77.62242921,Indiranagar,95000
2,13.00410775,77.62187649,Indiranagar,150000
2,13.00353503,77.62491075,Indiranagar,105200
2,13.00354062,77.62435803,Indiranagar,97000
2,13.00380043,77.62546632,Indiranagar,105200
2,13.00461062,77.62575123,Indiranagar,120000
2,13.00457457,77.54780684,Rajajinagar,120000
2,13.00430084,77.54808045,Rajajinagar,94800
2,13.00402983,77.54807768,Rajajinagar,100000
2,13.00430627,77.5475277,Rajajinagar,100000
2,13.00403797,77.54724855,Rajajinagar,122000
2,13.00623828,77.59868175,Malleshwaram,100400
2,13.00596452,77.59895529,Malleshwaram,95000
2,13.00569351,77.59895247,Malleshwaram,150000
2,13.00515428,77.59867046,Malleshwaram,94800
2,13.00515151,77.59894682,Malleshwaram,122000
3,13.00043604,77.55522738,Rajajinagar,79300
3,12.99962029,77.55549542,Rajajinagar,71700
3,13.00096718,77.55633841,Rajajinagar,80000
3,12.99934112,77.55632176,Rajajinagar,59000
3,13.00097806,77.55523293,Rajajinagar,80000
3,12.97758146,77.53647647,Rajajinagar,53700
3,12.97703943,77.53647098,Rajajinagar,55900
3,12.97729966,77.53757912,Rajajinagar,81500
3,12.97676302,77.53702092,Rajajinagar,87300
3,12.97622908,77.53618638,Rajajinagar,50000
3,12.97813966,77.53482387,Rajajinagar,80000
3,12.97759763,77.53481837,Rajajinagar,59000
3,12.9754322,77.53452005,Rajajinagar,70000
3,12.97624255,77.53480464,Rajajinagar,79300
3,12.97652973,77.53314929,Rajajinagar,72010
3,12.97300653,77.53311361,Rajajinagar,55900
3,12.9727409,77.53255817,Rajajinagar,72400
3,12.97246988,77.53255543,Rajajinagar,72010
3,12.97138582,77.53254445,Rajajinagar,50000
3,12.97084917,77.53198628,Rajajinagar,79300
3,12.97272474,77.53421624,Rajajinagar,72400
3,12.97190631,77.53476069,Rajajinagar,87300
3,12.97326408,77.53449808,Rajajinagar,50900
3,12.9740879,77.53340093,Rajajinagar,79300
3,12.97409866,77.53229554,Rajajinagar,50000
3,12.97436968,77.53229829,Rajajinagar,87300
3,12.97136698,77.53447886,Rajajinagar,72400
3,12.99962573,77.55494268,Rajajinagar,59000
3,12.99935472,77.55493991,Rajajinagar,62000
3,13.00205121,77.55634952,Rajajinagar,55900
3,13.00122457,77.55772304,Rajajinagar,62000
3,13.00177476,77.55689948,Rajajinagar,50000
3,13.00259596,77.55607869,Rajajinagar,78900
3,13.00258779,77.55690781,Rajajinagar,70000
3,13.00257417,77.55828968,Rajajinagar,87300
3,13.00230316,77.5582869,Rajajinagar,50900
3,13.00285335,77.55746334,Rajajinagar,87300
3,13.0028588,77.55691059,Rajajinagar,72400
3,13.00286152,77.55663422,Rajajinagar,59000
3,13.00151192,77.55606759,Rajajinagar,72010
3,13.00204032,77.557455,Rajajinagar,50000
3,13.00175842,77.55855771,Rajajinagar,72010
3,13.00067166,77.55882297,Rajajinagar,50000
3,12.99959307,77.55825912,Rajajinagar,80000
3,12.98660155,77.61091418,MG Road,51100
3,12.9866071,77.61036149,MG Road,62000
3,12.98740621,77.61175171,MG Road,72010
3,12.9882192,77.61176021,MG Road,79300
3,12.98850131,77.61065766,MG Road,58500
3,12.98796487,77.6100993,MG Road,50000
3,12.98769109,77.61037282,MG Road,72010
3,12.98714354,77.61091984,MG Road,72400
3,12.98794543,77.61203372,MG Road,50000
3,12.98848464,77.61231573,MG Road,50000
3,12.98902664,77.6123214,MG Road,78900
3,12.98957419,77.61177437,MG Road,50000
3,12.98930875,77.61121885,MG Road,79300
3,12.98849576,77.61121035,MG Road,62000
3,12.98822476,77.61120752,MG Road,59000
3,12.98087674,77.53208781,Rajajinagar,53700
3,12.98059765,77.53291412,Rajajinagar,53700
3,12.98032933,77.53263502,Rajajinagar,80000
3,13.00041971,77.5568856,Rajajinagar,68350
3,13.00095084,77.55799664,Rajajinagar,55900
3,13.00123274,77.55689393,Rajajinagar,52000
3,13.00014053,77.55771194,Rajajinagar,58500
3,12.99988314,77.55632731,Rajajinagar,80000
3,13.00069889,77.55605926,Rajajinagar,62000
3,12.99988858,77.55577457,Rajajinagar,51100
3,12.99987497,77.55715642,Rajajinagar,50900
3,13.00013236,77.55854104,Rajajinagar,81500
3,12.99987225,77.55743279,Rajajinagar,55900
3,12.99933295,77.55715087,Rajajinagar,87300
3,13.0003952,77.55937293,Rajajinagar,59000
3,13.00228954,77.55966876,Malleshwaram,71700
3,13.00283973,77.5588452,Malleshwaram,50000
3,13.00174207,77.56021594,Malleshwaram,72400
3,12.99858592,77.57787279,Malleshwaram,62000
3,12.9983204,77.57731726,Malleshwaram,55900
3,12.99777839,77.57731167,Malleshwaram,80000
3,12.99751013,77.57703251,Malleshwaram,79300
3,12.99722815,77.57813516,Malleshwaram,72010
3,12.99804117,77.57814355,Malleshwaram,59000
3,12.99885418,77.57815195,Malleshwaram,72400
3,12.99804665,77.57759083,Malleshwaram,50900
3,12.99940443,77.57732846,Malleshwaram,58500
3,12.99832589,77.57676453,Malleshwaram,70000
3,12.99778388,77.57675894,Malleshwaram,70000
3,12.99724187,77.57675335,Malleshwaram,58500
3,12.99723364,77.57758243,Malleshwaram,55900
3,12.99777565,77.57758803,Malleshwaram,72400
3,12.99857769,77.57870188,Malleshwaram,87300
3,12.99939894,77.57788119,Malleshwaram,81500
3,12.99912793,77.57787839,Malleshwaram,58500
3,12.99830668,77.57869908,Malleshwaram,59000
3,12.99831217,77.57814635,Malleshwaram,53700
3,12.99803568,77.57869628,Malleshwaram,68350
3,12.99749641,77.57841432,Malleshwaram,67020
3,12.99695714,77.57813236,Malleshwaram,50000
3,12.99886516,77.57704649,Malleshwaram,51100
3,12.99913891,77.57677293,Malleshwaram,50900
3,12.99939345,77.57843391,Malleshwaram,50900
3,12.9991197,77.57870748,Malleshwaram,58500
3,12.99884595,77.57898104,Malleshwaram,53700
3,12.96900049,77.60934862,MG Road,80000
3,12.96927704,77.6087988,MG Road,72010
3,12.96900881,77.60851965,MG Road,79300
3,12.96874058,77.6082405,MG Road,81500
3,12.96847512,77.60768502,MG Road,55900
3,12.9681875,77.60934014,MG Road,50000
3,12.96791927,77.60906099,MG Road,72400
3,12.96819858,77.60823485,MG Road,72400
3,12.96846681,77.608514,MG Road,80000
3,12.9687295,77.60934579,MG Road,80000
3,12.96873227,77.60906947,MG Road,79300
3,12.96982181,77.60852812,MG Road,70000
3,12.96954249,77.60935427,MG Road,50000
3,12.96926872,77.60962777,MG Road,79300
3,12.96954804,77.60880162,MG Road,50000
3,12.96928535,77.60796982,MG Road,59000
3,12.96764827,77.60905817,MG Road,52000
3,12.96929089,77.60741717,MG Road,71700
3,12.96875166,77.6071352,MG Road,80000
3,12.96983843,77.60687017,MG Road,87300
3,12.99803293,77.57897264,Malleshwaram,67020
3,12.99749092,77.57896705,Malleshwaram,53700
3,12.99748818,77.57924341,Malleshwaram,52000
3,12.99775918,77.57924621,Malleshwaram,51100
3,12.99803019,77.57924901,Malleshwaram,51100
3,12.9969544,77.57840872,Malleshwaram,80000
3,12.99696263,77.57757964,Malleshwaram,70000
3,12.99696812,77.57702691,Malleshwaram,59000
3,12.97544028,77.53369101,Rajajinagar,80000
3,12.97624794,77.53425194,Rajajinagar,72010
3,12.97625333,77.53369924,Rajajinagar,81500
3,12.97597423,77.53452554,Rajajinagar,72010
3,12.97651626,77.53453104,Rajajinagar,78900
3,12.97652165,77.53397834,Rajajinagar,78900
3,12.97625063,77.53397559,Rajajinagar,55900
3,12.97355125,77.53284275,Rajajinagar,80000
3,12.97355932,77.53201371,Rajajinagar,55900
3,12.97301729,77.53200822,Rajajinagar,59000
3,12.97409328,77.53284824,Rajajinagar,68350
3,12.97382496,77.53256915,Rajajinagar,87300
3,12.9713912,77.53199176,Rajajinagar,68350
3,12.97219617,77.53282903,Rajajinagar,70000
3,12.97298768,77.53504802,Rajajinagar,67020
3,12.97271667,77.53504528,Rajajinagar,80000
3,12.97190362,77.53503704,Rajajinagar,52000
3,12.98033471,77.53208232,Rajajinagar,72400
3,12.97704482,77.53591828,Rajajinagar,78900
3,12.9767765,77.53563918,Rajajinagar,79300
3,12.97650548,77.53563643,Rajajinagar,87300
3,12.97676841,77.53646823,Rajajinagar,78900
3,12.97786595,77.53509747,Rajajinagar,87300
3,12.97784708,77.53703192,Rajajinagar,67020
3,12.97787403,77.53426842,Rajajinagar,72010
3,12.97328024,77.53284,Rajajinagar,50900
3,12.97381957,77.53312184,Rajajinagar,52000
3,12.97327485,77.5333927,Rajajinagar,80000
3,12.99777291,77.57786439,Malleshwaram,68350
3,12.9975019,77.57786159,Malleshwaram,87300
3,12.99723089,77.5778588,Malleshwaram,78900
3,12.99669163,77.57757684,Malleshwaram,80000
3,12.99642337,77.57729768,Malleshwaram,50000
3,12.99723638,77.57730607,Malleshwaram,72010
3,12.99751013,77.57703251,Malleshwaram,68350
3,12.99832315,77.5770409,Malleshwaram,58500
3,12.96901158,77.60824332,MG Road,58500
3,12.96928258,77.60824615,MG Road,50000
3,12.96847235,77.60796135,MG Road,80000
3,12.96901435,77.607967,MG Road,87300
3,12.99749641,77.57841432,Malleshwaram,51100
3,12.99749367,77.57869068,Malleshwaram,50000
3,12.99749092,77.57896705,Malleshwaram,68350
3,12.99721992,77.57896425,Malleshwaram,55900
3,12.99777016,77.57814076,Malleshwaram,72010
3,12.99669437,77.57730048,Malleshwaram,81500
3,12.99723638,77.57730607,Malleshwaram,72400
3,12.98902942,77.61204505,MG Road,71700
3,12.98903498,77.61149236,MG Road,78900
3,12.98876398,77.61148953,MG Road,80000
3,12.9884902,77.61176304,MG Road,80000
3,12.98903775,77.61121601,MG Road,68350
3,12.98876953,77.61093683,MG Road,71700
3,12.98849853,77.610934,MG Road,50900
3,12.98877231,77.61066049,MG Road,55900
3,12.98850131,77.61065766,MG Road,71700
3,12.98849576,77.61121035,MG Road,72400
3,12.98823031,77.61065483,MG Road,62000
3,12.98796209,77.61037565,MG Road,50000
3,12.98823309,77.61037848,MG Road,51100
3,12.98930875,77.61121885,MG Road,79300
3,12.98930597,77.61149519,MG Road,59000
3,12.9890322,77.61176871,MG Road,71700
3,12.98930042,77.61204789,MG Road,55900
3,12.98875564,77.61231856,MG Road,50900
3,12.98821642,77.61203655,MG Road,81500
3,12.9879482,77.61175737,MG Road,80000
3,12.98822198,77.61148386,MG Road,80000
3,12.98642203,77.60179199,MG Road,78900
3,12.98641649,77.60234468,MG Road,55900
3,12.98614826,77.60206551,MG Road,78900
3,12.98587173,77.60261538,MG Road,51100
3,12.98641373,77.60262102,MG Road,79300
3,12.98640819,77.60317371,MG Road,52000
3,12.98586619,77.60316807,MG Road,52000
3,12.98586342,77.60344441,MG Road,50900
3,12.98585788,77.6039971,MG Road,72400
3,12.98639988,77.60400275,MG Road,55900
3,12.98640542,77.60345006,MG Road,53700
3,12.98639434,77.60455544,MG Road,72010
